ds,y
2021-05-19,1054.36
2021-05-20,946.86
2021-05-21,1196.72
2021-05-22,1327.52
2021-05-23,1022.12
2021-05-24,1091.52
2021-05-25,1068.4
2021-05-26,889.24
2021-05-27,1111.24
2021-05-28,1145.12
2021-05-29,1385.61
2021-05-30,1024.68
2021-05-31,1005.57
2021-06-01,914.51
2021-06-02,1066.42
2021-06-03,975.98
2021-06-04,1397.42
2021-06-05,1558.59
2021-06-06,1087.92
2021-06-07,1186.87
2021-06-08,1111.9
2021-06-09,1122.75
2021-06-10,1233.86
2021-06-11,1363.52
2021-06-12,1596.57
2021-06-13,1106.1
2021-06-14,1208.96
2021-06-15,1118.87
2021-06-16,1155.31
2021-06-17,1035.79
2021-06-18,1247.74
2021-06-19,1323.68
2021-06-20,949.14
2021-06-21,1054.72
2021-06-22,1042.75
2021-06-23,1030.92
2021-06-24,1103.16
2021-06-25,1297.14
2021-06-26,1256.38
2021-06-27,1025.39
2021-06-28,958.46
2021-06-29,1026.12
2021-06-30,994.62
2021-07-01,1192.26
2021-07-02,1312.66
2021-07-03,1387.03
2021-07-04,1220.01
2021-07-05,969.22
2021-07-06,997.65
2021-07-07,1235.24
2021-07-08,1185.59
2021-07-09,1405.97
2021-07-10,1380.8
2021-07-11,1181.83
2021-07-12,1336.68
2021-07-13,1231.31
2021-07-14,1164.68
2021-07-15,1099.08
2021-07-16,1283.86
2021-07-17,1225.22
2021-07-18,1096.09
2021-07-19,1123.69
2021-07-20,912.06
2021-07-21,969.53
2021-07-22,917.13
2021-07-23,1123.29
2021-07-24,1299.51
2021-07-25,827.34
2021-07-26,1046.34
2021-07-27,1064.72
2021-07-28,995.36
2021-07-29,831.42
2021-07-30,1167.38
2021-07-31,1465.02
2021-08-01,864.74
2021-08-02,1080.2
2021-08-03,1034.18
2021-08-04,1212.25
2021-08-05,1111.09
2021-08-06,1411.84
2021-08-07,1535.81
2021-08-08,1344.68
2021-08-09,1184.64
2021-08-10,1229.83
2021-08-11,1075.65
2021-08-12,1280.48
2021-08-13,1311.69
2021-08-14,1412.01
2021-08-15,1137.15
2021-08-16,994.47
2021-08-17,1117.72
2021-08-18,1156.95
2021-08-19,1084.2
2021-08-20,1116.76
2021-08-21,1319.7
2021-08-22,1077.94
2021-08-23,861.05
2021-08-24,922.08
2021-08-25,1079.17
2021-08-26,1035.83
2021-08-27,1256.36
2021-08-28,1484.96
2021-08-29,1089.59
2021-08-30,1123.09
2021-08-31,1307.36
2021-09-01,1094.31
2021-09-02,1068.5
2021-09-03,1386.6
2021-09-04,1505.85
2021-09-05,1144.49
2021-09-06,1116.84
2021-09-07,1393.39
2021-09-08,1239.93
2021-09-09,1156.19
2021-09-10,1484.81
2021-09-11,1495.52
2021-09-12,1173.0
2021-09-13,1223.94
2021-09-14,1058.71
2021-09-15,1171.49
2021-09-16,1276.45
2021-09-17,1340.63
2021-09-18,1353.81
2021-09-19,1025.4
2021-09-20,1017.47
2021-09-21,1017.26
2021-09-22,998.15
2021-09-23,1096.39
2021-09-24,1083.29
2021-09-25,1394.01
2021-09-26,1001.89
2021-09-27,1073.46
2021-09-28,967.57
2021-09-29,1181.24
2021-09-30,1193.9
2021-10-01,1391.6
2021-10-02,1314.67
2021-10-03,1222.77
2021-10-04,1208.13
2021-10-05,1064.53
2021-10-06,1205.44
2021-10-07,1247.59
2021-10-08,1470.12
2021-10-09,1542.91
2021-10-10,1250.9
2021-10-11,1340.2
2021-10-12,1311.19
2021-10-13,971.02
2021-10-14,1159.32
2021-10-15,1353.61
2021-10-16,1307.18
2021-10-17,1134.81
2021-10-18,1207.31
2021-10-19,1001.7
2021-10-20,1098.64
2021-10-21,984.19
2021-10-22,1192.68
2021-10-23,1457.34
2021-10-24,992.51
2021-10-25,1073.88
2021-10-26,892.38
2021-10-27,1200.24
2021-10-28,1112.27
2021-10-29,1265.36
2021-10-30,1444.35
2021-10-31,1005.57
2021-11-01,1431.38
2021-11-02,1337.73
2021-11-03,1373.27
2021-11-04,1374.45
2021-11-05,1589.01
2021-11-06,1809.54
2021-11-07,1489.25
2021-11-08,1531.67
2021-11-09,1485.31
2021-11-10,1529.27
2021-11-11,1452.77
2021-11-12,1858.91
2021-11-13,1646.03
2021-11-14,1560.57
2021-11-15,1555.38
2021-11-16,1362.88
2021-11-17,1594.19
2021-11-18,1480.85
2021-11-19,1665.68
2021-11-20,1679.18
2021-11-21,1351.38
2021-11-22,1347.24
2021-11-23,1394.3
2021-11-24,1478.28
2021-11-25,1387.95
2021-11-26,1511.81
2021-11-27,1765.7
2021-11-28,1491.74
2021-11-29,1491.42
2021-11-30,1521.67
2021-12-01,1464.52
2021-12-02,1436.37
2021-12-03,1665.19
2021-12-04,1726.38
2021-12-05,1596.56
2021-12-06,1588.41
2021-12-07,1573.88
2021-12-08,1382.69
2021-12-09,1525.19
2021-12-10,1916.14
2021-12-11,1870.53
2021-12-12,1645.75
2021-12-13,1495.23
2021-12-14,1708.09
2021-12-15,1565.61
2021-12-16,1582.86
2021-12-17,1927.48
2021-12-18,1944.6
2021-12-19,1481.59
2021-12-20,1443.26
2021-12-21,1451.79
2021-12-22,1508.87
2021-12-23,1453.52
2021-12-24,1628.12
2021-12-25,1879.02
2021-12-26,1458.49
2021-12-27,1661.44
2021-12-28,1498.1
2021-12-29,1650.01
2021-12-30,1554.45
2021-12-31,1823.16
2022-01-01,1429.61
2022-01-02,1139.32
2022-01-03,1262.76
2022-01-04,1320.97
2022-01-05,1257.9
2022-01-06,1160.94
2022-01-07,1360.21
2022-01-08,1455.85
2022-01-09,1125.38
2022-01-10,1268.26
2022-01-11,1338.48
2022-01-12,1233.13
2022-01-13,1036.48
2022-01-14,1383.27
2022-01-15,1465.64
2022-01-16,1326.26
2022-01-17,1022.58
2022-01-18,1089.96
2022-01-19,1242.02
2022-01-20,1128.83
2022-01-21,1328.69
2022-01-22,1387.5
2022-01-23,1103.6
2022-01-24,1142.51
2022-01-25,1022.75
2022-01-26,1168.8
2022-01-27,1003.14
2022-01-28,1356.47
2022-01-29,1463.8
2022-01-30,1120.78
2022-01-31,1189.29
2022-02-01,1161.89
2022-02-02,1145.25
2022-02-03,1219.92
2022-02-04,1374.31
2022-02-05,1599.5
2022-02-06,1188.88
2022-02-07,1340.94
2022-02-08,1188.34
2022-02-09,1232.26
2022-02-10,1218.39
2022-02-11,1561.65
2022-02-12,1566.39
2022-02-13,1205.09
2022-02-14,1242.5
2022-02-15,1013.95
2022-02-16,1159.21
2022-02-17,1303.68
2022-02-18,1337.57
2022-02-19,1418.14
2022-02-20,1145.54
2022-02-21,1166.04
2022-02-22,931.37
2022-02-23,957.57
2022-02-24,1114.16
2022-02-25,1249.32
2022-02-26,1524.27
2022-02-27,1109.99
2022-02-28,998.8
2022-03-01,1072.17
2022-03-02,974.55
2022-03-03,1196.7
2022-03-04,1420.41
2022-03-05,1519.88
2022-03-06,1356.05
2022-03-07,1378.42
2022-03-08,1278.08
2022-03-09,1126.11
2022-03-10,1347.26
2022-03-11,1539.07
2022-03-12,1612.11
2022-03-13,1354.85
2022-03-14,1168.87
2022-03-15,1405.87
2022-03-16,1149.63
2022-03-17,1266.46
2022-03-18,1251.45
2022-03-19,1392.59
2022-03-20,1270.38
2022-03-21,1112.53
2022-03-22,1187.88
2022-03-23,1130.43
2022-03-24,1097.79
2022-03-25,1414.16
2022-03-26,1389.22
2022-03-27,972.91
2022-03-28,1062.15
2022-03-29,1184.93
2022-03-30,1189.69
2022-03-31,1051.99
2022-04-01,1339.99
2022-04-02,1472.42
2022-04-03,1210.31
2022-04-04,1148.77
2022-04-05,1225.79
2022-04-06,1232.2
2022-04-07,1363.25
2022-04-08,1573.47
2022-04-09,1600.17
2022-04-10,1279.35
2022-04-11,1316.61
2022-04-12,1230.88
2022-04-13,1191.75
2022-04-14,1192.61
2022-04-15,1399.1
2022-04-16,1437.38
2022-04-17,1223.34
2022-04-18,1248.89
2022-04-19,1044.76
2022-04-20,1156.84
2022-04-21,1122.97
2022-04-22,1356.86
2022-04-23,1421.21
2022-04-24,1002.73
2022-04-25,1019.01
2022-04-26,1127.54
2022-04-27,1216.66
2022-04-28,970.02
2022-04-29,1390.72
2022-04-30,1576.59
2022-05-01,1189.22
2022-05-02,1266.39
2022-05-03,1187.04
2022-05-04,1253.78
2022-05-05,1152.01
2022-05-06,1310.04
2022-05-07,1685.81
2022-05-08,1240.76
2022-05-09,1288.3
2022-05-10,1214.81
2022-05-11,1209.7
2022-05-12,1301.3
2022-05-13,1445.82
2022-05-14,1620.15
2022-05-15,1309.22
2022-05-16,1279.9
2022-05-17,1253.46
2022-05-18,1340.51
2022-05-19,1109.45
2022-05-20,1372.53
2022-05-21,1551.87
2022-05-22,1249.7
2022-05-23,1025.59
2022-05-24,1109.05
2022-05-25,1241.56
2022-05-26,1176.65
2022-05-27,1358.84
2022-05-28,1436.85
2022-05-29,1137.98
2022-05-30,1208.96
2022-05-31,1185.02
2022-06-01,1222.38
2022-06-02,1253.1
2022-06-03,1413.15
2022-06-04,1629.27
2022-06-05,1537.05
2022-06-06,1176.18
2022-06-07,1355.3
2022-06-08,1275.78
2022-06-09,1385.89
2022-06-10,1542.29
2022-06-11,1694.22
2022-06-12,1418.1
2022-06-13,1326.74
2022-06-14,1386.24
2022-06-15,1090.2
2022-06-16,1385.55
2022-06-17,1468.24
2022-06-18,1604.6
2022-06-19,1101.99
2022-06-20,1116.23
2022-06-21,1180.09
2022-06-22,1156.03
2022-06-23,1172.75
2022-06-24,1433.63
2022-06-25,1306.64
2022-06-26,1230.95
2022-06-27,1162.88
2022-06-28,1158.71
2022-06-29,1073.23
2022-06-30,1249.51
2022-07-01,1236.19
2022-07-02,1602.1
2022-07-03,1151.77
2022-07-04,1295.46
2022-07-05,1300.01
2022-07-06,1419.01
2022-07-07,1323.95
2022-07-08,1491.89
2022-07-09,1612.07
2022-07-10,1455.41
2022-07-11,1393.26
2022-07-12,1312.21
2022-07-13,1313.12
2022-07-14,1192.39
2022-07-15,1531.95
2022-07-16,1441.3
2022-07-17,1322.37
2022-07-18,1252.43
2022-07-19,1413.67
2022-07-20,1116.77
2022-07-21,1180.9
2022-07-22,1520.26
2022-07-23,1562.5
2022-07-24,1106.2
2022-07-25,1178.68
2022-07-26,1164.02
2022-07-27,1193.63
2022-07-28,1126.22
2022-07-29,1389.4
2022-07-30,1385.91
2022-07-31,1243.87
2022-08-01,1289.65
2022-08-02,1256.47
2022-08-03,1166.05
2022-08-04,1393.63
2022-08-05,1560.93
2022-08-06,1588.11
2022-08-07,1334.79
2022-08-08,1244.4
2022-08-09,1285.51
2022-08-10,1323.39
2022-08-11,1459.4
2022-08-12,1500.76
2022-08-13,1690.42
2022-08-14,1280.47
2022-08-15,1325.43
2022-08-16,1274.85
2022-08-17,1335.93
2022-08-18,1203.44
2022-08-19,1301.63
2022-08-20,1399.99
2022-08-21,1153.72
2022-08-22,1085.32
2022-08-23,1210.77
2022-08-24,1137.47
2022-08-25,1365.68
2022-08-26,1241.88
2022-08-27,1506.36
2022-08-28,1112.63
2022-08-29,1179.3
2022-08-30,1248.44
2022-08-31,1071.14
2022-09-01,1297.03
2022-09-02,1651.23
2022-09-03,1582.77
2022-09-04,1358.18
2022-09-05,1435.29
2022-09-06,1352.98
2022-09-07,1328.79
2022-09-08,1198.39
2022-09-09,1632.72
2022-09-10,1669.15
2022-09-11,1289.9
2022-09-12,1370.02
2022-09-13,1298.93
2022-09-14,1286.45
2022-09-15,1358.45
2022-09-16,1383.01
2022-09-17,1653.78
2022-09-18,1138.75
2022-09-19,1179.62
2022-09-20,1370.8
2022-09-21,1294.44
2022-09-22,1202.85
2022-09-23,1314.51
2022-09-24,1446.28
2022-09-25,1197.58
2022-09-26,1201.93
2022-09-27,1202.7
2022-09-28,1221.93
2022-09-29,1224.46
2022-09-30,1345.55
2022-10-01,1540.18
2022-10-02,1375.69
2022-10-03,1213.64
2022-10-04,1327.24
2022-10-05,1294.04
2022-10-06,1382.96
2022-10-07,1554.0
2022-10-08,1810.5
2022-10-09,1435.93
2022-10-10,1289.33
2022-10-11,1442.68
2022-10-12,1317.8
2022-10-13,1320.89
2022-10-14,1576.49
2022-10-15,1594.11
2022-10-16,1385.45
2022-10-17,1231.98
2022-10-18,1224.56
2022-10-19,1202.78
2022-10-20,1193.14
2022-10-21,1512.06
2022-10-22,1563.41
2022-10-23,1342.61
2022-10-24,1383.99
2022-10-25,1121.11
2022-10-26,1214.38
2022-10-27,1123.83
2022-10-28,1368.51
2022-10-29,1496.22
2022-10-30,1180.41
2022-10-31,1200.87
2022-11-01,1491.9
2022-11-02,1432.98
2022-11-03,1623.63
2022-11-04,1707.03
2022-11-05,2126.89
2022-11-06,1584.52
2022-11-07,1641.21
2022-11-08,1542.57
2022-11-09,1789.17
2022-11-10,1744.44
2022-11-11,1876.7
2022-11-12,1839.45
2022-11-13,1654.98
2022-11-14,1536.64
2022-11-15,1729.61
2022-11-16,1662.45
2022-11-17,1590.15
2022-11-18,1572.97
2022-11-19,1775.98
2022-11-20,1598.63
2022-11-21,1632.45
2022-11-22,1619.39
2022-11-23,1402.36
2022-11-24,1556.97
2022-11-25,1821.35
2022-11-26,1718.73
2022-11-27,1565.78
2022-11-28,1606.63
2022-11-29,1581.65
2022-11-30,1480.52
2022-12-01,1626.8
2022-12-02,1851.17
2022-12-03,1989.47
2022-12-04,1678.81
2022-12-05,1708.83
2022-12-06,1758.58
2022-12-07,1811.15
2022-12-08,1761.45
2022-12-09,1958.87
2022-12-10,2100.53
2022-12-11,1636.69
2022-12-12,1821.73
2022-12-13,1773.1
2022-12-14,1762.84
2022-12-15,1820.66
2022-12-16,1770.1
2022-12-17,1850.18
2022-12-18,1711.86
2022-12-19,1672.22
2022-12-20,1671.0
2022-12-21,1607.53
2022-12-22,1687.89
2022-12-23,1903.22
2022-12-24,1965.13
2022-12-25,1607.44
2022-12-26,1465.67
2022-12-27,1705.68
2022-12-28,1755.24
2022-12-29,1725.42
2022-12-30,1822.16
2022-12-31,2066.69
2023-01-01,1423.09
2023-01-02,1499.0
2023-01-03,1322.56
2023-01-04,1390.43
2023-01-05,1481.13
2023-01-06,1635.11
2023-01-07,1646.32
2023-01-08,1469.86
2023-01-09,1479.75
2023-01-10,1433.2
2023-01-11,1432.71
2023-01-12,1380.18
2023-01-13,1702.24
2023-01-14,1593.14
2023-01-15,1298.34
2023-01-16,1326.13
2023-01-17,1376.14
2023-01-18,1168.09
2023-01-19,1167.39
2023-01-20,1296.48
2023-01-21,1552.91
2023-01-22,1155.53
2023-01-23,1213.1
2023-01-24,1299.88
2023-01-25,1202.86
2023-01-26,1283.72
2023-01-27,1455.7
2023-01-28,1650.63
2023-01-29,1354.17
2023-01-30,1281.4
2023-01-31,1344.28
2023-02-01,1461.86
2023-02-02,1429.13
2023-02-03,1503.12
2023-02-04,1781.75
2023-02-05,1353.57
2023-02-06,1560.56
2023-02-07,1532.58
2023-02-08,1472.71
2023-02-09,1456.81
2023-02-10,1618.3
2023-02-11,1776.59
2023-02-12,1376.98
2023-02-13,1407.55
2023-02-14,1439.03
2023-02-15,1304.25
2023-02-16,1280.03
2023-02-17,1414.99
2023-02-18,1508.49
2023-02-19,1133.1
2023-02-20,1326.74
2023-02-21,1405.78
2023-02-22,1371.86
2023-02-23,1128.73
2023-02-24,1521.99
2023-02-25,1686.94
2023-02-26,1249.43
2023-02-27,1309.99
2023-02-28,1159.6
2023-03-01,1361.61
2023-03-02,1276.1
2023-03-03,1598.07
2023-03-04,1577.25
2023-03-05,1463.93
2023-03-06,1518.36
2023-03-07,1386.55
2023-03-08,1367.42
2023-03-09,1291.07
2023-03-10,1643.23
2023-03-11,1714.78
2023-03-12,1329.94
2023-03-13,1479.24
2023-03-14,1392.73
2023-03-15,1325.77
2023-03-16,1348.68
2023-03-17,1658.89
2023-03-18,1701.34
2023-03-19,1323.27
2023-03-20,1365.27
2023-03-21,1207.2
2023-03-22,1289.94
2023-03-23,1289.93
2023-03-24,1435.27
2023-03-25,1606.56
2023-03-26,1212.39
2023-03-27,1322.82
2023-03-28,1337.22
2023-03-29,1074.13
2023-03-30,1419.94
2023-03-31,1300.21
2023-04-01,1615.32
2023-04-02,1467.65
2023-04-03,1380.83
2023-04-04,1308.22
2023-04-05,1355.23
2023-04-06,1539.31
2023-04-07,1514.48
2023-04-08,1865.73
2023-04-09,1474.1
2023-04-10,1381.98
2023-04-11,1425.44
2023-04-12,1381.5
2023-04-13,1519.46
2023-04-14,1693.09
2023-04-15,1579.02
2023-04-16,1364.84
2023-04-17,1307.99
2023-04-18,1460.66
2023-04-19,1230.39
2023-04-20,1449.84
2023-04-21,1504.57
2023-04-22,1503.25
2023-04-23,1234.73
2023-04-24,1221.56
2023-04-25,1184.7
2023-04-26,1299.44
2023-04-27,1202.79
2023-04-28,1339.4
2023-04-29,1599.36
2023-04-30,1203.85
2023-05-01,1307.96
2023-05-02,1316.31
2023-05-03,1340.26
2023-05-04,1590.08
2023-05-05,1652.87
2023-05-06,1783.89
2023-05-07,1334.94
2023-05-08,1433.91
2023-05-09,1508.63
2023-05-10,1410.43
2023-05-11,1561.81
2023-05-12,1585.66
2023-05-13,1747.94
2023-05-14,1409.7
2023-05-15,1452.83
2023-05-16,1369.66
2023-05-17,1379.37
2023-05-18,1362.07
2023-05-19,1502.78
2023-05-20,1682.4
2023-05-21,1346.99
2023-05-22,1308.12
2023-05-23,1271.56
2023-05-24,1364.43
2023-05-25,1280.71
2023-05-26,1478.14
2023-05-27,1618.26
2023-05-28,1456.66
2023-05-29,1228.13
2023-05-30,1414.16
2023-05-31,1220.42
2023-06-01,1409.84
2023-06-02,1739.49
2023-06-03,1773.16
2023-06-04,1467.01
2023-06-05,1425.75
2023-06-06,1487.49
2023-06-07,1475.88
2023-06-08,1440.38
2023-06-09,1683.17
2023-06-10,1821.1
2023-06-11,1438.56
2023-06-12,1426.23
2023-06-13,1369.19
2023-06-14,1493.6
2023-06-15,1488.03
2023-06-16,1643.51
2023-06-17,1782.11
2023-06-18,1392.06
2023-06-19,1397.61
2023-06-20,1373.66
2023-06-21,1327.76
2023-06-22,1281.6
2023-06-23,1693.9
2023-06-24,1577.38
2023-06-25,1261.26
2023-06-26,1354.43
2023-06-27,1349.03
2023-06-28,1229.3
2023-06-29,1447.4
2023-06-30,1568.4
2023-07-01,1607.11
2023-07-02,1512.0
2023-07-03,1487.86
2023-07-04,1356.69
2023-07-05,1618.38
2023-07-06,1544.81
2023-07-07,1704.09
2023-07-08,1941.3
2023-07-09,1532.01
2023-07-10,1518.0
2023-07-11,1464.2
2023-07-12,1556.28
2023-07-13,1536.83
2023-07-14,1685.61
2023-07-15,1704.34
2023-07-16,1459.15
2023-07-17,1423.31
2023-07-18,1302.13
2023-07-19,1271.64
2023-07-20,1416.66
2023-07-21,1347.63
2023-07-22,1659.49
2023-07-23,1295.6
2023-07-24,1433.22
2023-07-25,1287.95
2023-07-26,1383.29
2023-07-27,1305.99
2023-07-28,1557.88
2023-07-29,1722.16
2023-07-30,1343.42
2023-07-31,1479.45
2023-08-01,1340.82
2023-08-02,1464.9
2023-08-03,1535.73
2023-08-04,1734.02
2023-08-05,1951.75
2023-08-06,1451.79
2023-08-07,1413.57
2023-08-08,1451.57
2023-08-09,1587.05
2023-08-10,1572.92
2023-08-11,1735.97
2023-08-12,1728.75
2023-08-13,1567.22
2023-08-14,1392.22
2023-08-15,1564.98
2023-08-16,1681.43
2023-08-17,1462.07
2023-08-18,1659.54
2023-08-19,1654.67
2023-08-20,1232.39
2023-08-21,1314.72
2023-08-22,1264.48
2023-08-23,1228.86
2023-08-24,1479.18
2023-08-25,1564.21
2023-08-26,1677.94
2023-08-27,1332.01
2023-08-28,1355.7
2023-08-29,1462.6
2023-08-30,1401.2
2023-08-31,1466.29
2023-09-01,1629.07
2023-09-02,1738.29
2023-09-03,1373.15
2023-09-04,1345.84
2023-09-05,1499.04
2023-09-06,1537.28
2023-09-07,1439.05
2023-09-08,1744.36
2023-09-09,1852.4
2023-09-10,1372.39
2023-09-11,1464.37
2023-09-12,1559.14
2023-09-13,1543.25
2023-09-14,1403.1
2023-09-15,1689.28
2023-09-16,1838.54
2023-09-17,1498.83
2023-09-18,1409.61
2023-09-19,1361.86
2023-09-20,1333.28
2023-09-21,1408.34
2023-09-22,1577.31
2023-09-23,1706.77
2023-09-24,1365.83
2023-09-25,1423.88
2023-09-26,1373.16
2023-09-27,1439.41
2023-09-28,1460.73
2023-09-29,1543.92
2023-09-30,1582.93
2023-10-01,1571.64
2023-10-02,1489.72
2023-10-03,1352.61
2023-10-04,1451.97
2023-10-05,1588.04
2023-10-06,1718.34
2023-10-07,1810.79
2023-10-08,1671.04
2023-10-09,1478.28
2023-10-10,1497.08
2023-10-11,1572.56
2023-10-12,1577.67
2023-10-13,1773.43
2023-10-14,1890.95
2023-10-15,1516.0
2023-10-16,1519.84
2023-10-17,1439.87
2023-10-18,1445.76
2023-10-19,1430.56
2023-10-20,1622.27
2023-10-21,1752.6
2023-10-22,1424.18
2023-10-23,1376.02
2023-10-24,1304.52
2023-10-25,1375.65
2023-10-26,1373.17
2023-10-27,1600.04
2023-10-28,1873.91
2023-10-29,1371.39
2023-10-30,1465.43
2023-10-31,1537.17
2023-11-01,1677.95
2023-11-02,1884.01
2023-11-03,1892.68
2023-11-04,2073.04
2023-11-05,1704.89
2023-11-06,1759.18
2023-11-07,1822.03
2023-11-08,1880.57
2023-11-09,1844.88
2023-11-10,2122.28
2023-11-11,2112.01
2023-11-12,1787.29
2023-11-13,2021.12
2023-11-14,1824.56
2023-11-15,1721.73
2023-11-16,1708.84
2023-11-17,1873.77
2023-11-18,2109.47
2023-11-19,1692.17
2023-11-20,1720.46
2023-11-21,1697.01
2023-11-22,1755.84
2023-11-23,1628.65
2023-11-24,1813.47
2023-11-25,2024.72
2023-11-26,1766.14
2023-11-27,1759.68
2023-11-28,1686.63
2023-11-29,1826.58
2023-11-30,1735.85
2023-12-01,1977.8
2023-12-02,2068.51
2023-12-03,1972.08
2023-12-04,1941.23
2023-12-05,1959.34
2023-12-06,2028.2
2023-12-07,2167.43
2023-12-08,2015.74
2023-12-09,2199.24
2023-12-10,1910.51
2023-12-11,1888.97
2023-12-12,1864.03
2023-12-13,1915.84
2023-12-14,1829.0
2023-12-15,2137.27
2023-12-16,2197.13
2023-12-17,1913.24
2023-12-18,1897.24
2023-12-19,1887.69
2023-12-20,1794.18
2023-12-21,1980.86
2023-12-22,2020.17
2023-12-23,1946.27
2023-12-24,1712.88
2023-12-25,1655.74
2023-12-26,1802.34
2023-12-27,1801.07
2023-12-28,1786.7
2023-12-29,2201.39
2023-12-30,2203.12
2023-12-31,1937.54
